Step 7500 | L2 Loss: -3019.676 | KLD Loss: 567.535 | L2 Loss_1: 224.150 | L2 Loss_2: 3243.826 | loss_tot: -6136464.000 | L2 Loss test: 3.048
Step 8000 | L2 Loss: -3800.692 | KLD Loss: 494.736 | L2 Loss_1: 92.973 | L2 Loss_2: 3893.665 | loss_tot: -7743743.000 | L2 Loss test: 0.580
Step 8500 | L2 Loss: -3783.783 | KLD Loss: 648.409 | L2 Loss_1: 186.573 | L2 Loss_2: 3970.355 | loss_tot: -7695391.000 | L2 Loss test: 1.086
Step 9000 | L2 Loss: -3286.767 | KLD Loss: 520.600 | L2 Loss_1: 11.468 | L2 Loss_2: 3298.234 | loss_tot: -6689087.500 | L2 Loss test: 0.177
Step 9500 | L2 Loss: -3240.240 | KLD Loss: 487.873 | L2 Loss_1: 45.407 | L2 Loss_2: 3285.646 | loss_tot: -6597507.000 | L2 Loss test: 0.594
Step 10000 | L2 Loss: -6248.594 | KLD Loss: 653.872 | L2 Loss_1: 154.042 | L2 Loss_2: 6402.636 | loss_tot: -12742126.000 | L2 Loss test: 0.118
/scratch_net/bmicdl03/jonatank/logs/ddp/vae/FLAIR20201014-142438/jonatank_lat180_ns0_ps28_modalityFLAIR_step10000.ckpt
Step 10500 | L2 Loss: -8240.527 | KLD Loss: 608.079 | L2 Loss_1: 89.058 | L2 Loss_2: 8329.585 | loss_tot: -16828686.000 | L2 Loss test: 0.093
Step 11000 | L2 Loss: -5044.191 | KLD Loss: 693.005 | L2 Loss_1: 267.104 | L2 Loss_2: 5311.296 | loss_tot: -10273277.000 | L2 Loss test: 0.376
Step 11500 | L2 Loss: -2086.406 | KLD Loss: 489.797 | L2 Loss_1: 164.312 | L2 Loss_2: 2250.718 | loss_tot: -4233528.500 | L2 Loss test: 8.275
Step 12000 | L2 Loss: -2530.162 | KLD Loss: 626.622 | L2 Loss_1: 27.693 | L2 Loss_2: 2557.855 | loss_tot: -5129323.500 | L2 Loss test: 0.856
Step 12500 | L2 Loss: -5497.121 | KLD Loss: 678.849 | L2 Loss_1: 204.790 | L2 Loss_2: 5701.910 | loss_tot: -11203016.000 | L2 Loss test: 0.277
Step 13000 | L2 Loss: -3289.858 | KLD Loss: 535.919 | L2 Loss_1: 291.446 | L2 Loss_2: 3581.304 | loss_tot: -6692578.000 | L2 Loss test: 2.832
Step 13500 | L2 Loss: -1207.222 | KLD Loss: 640.040 | L2 Loss_1: 1.810 | L2 Loss_2: 1209.032 | loss_tot: -2419841.000 | L2 Loss test: 0.364
Step 14000 | L2 Loss: -6096.613 | KLD Loss: 582.578 | L2 Loss_1: 321.822 | L2 Loss_2: 6418.435 | loss_tot: -12437416.000 | L2 Loss test: 0.349
Step 14500 | L2 Loss: -2376.107 | KLD Loss: 704.356 | L2 Loss_1: 442.312 | L2 Loss_2: 2818.419 | loss_tot: -4808507.500 | L2 Loss test: 10.429
Step 15000 | L2 Loss: -1605.183 | KLD Loss: 608.663 | L2 Loss_1: 476.682 | L2 Loss_2: 2081.865 | loss_tot: -3237113.500 | L2 Loss test: 29.494
/scratch_net/bmicdl03/jonatank/logs/ddp/vae/FLAIR20201014-142438/jonatank_lat180_ns0_ps28_modalityFLAIR_step15000.ckpt
Step 15500 | L2 Loss: -3543.828 | KLD Loss: 656.217 | L2 Loss_1: 131.600 | L2 Loss_2: 3675.428 | loss_tot: -7204779.500 | L2 Loss test: 1.017
Step 16000 | L2 Loss: -6869.453 | KLD Loss: 734.233 | L2 Loss_1: 105.959 | L2 Loss_2: 6975.411 | loss_tot: -14008541.000 | L2 Loss test: 0.093
Step 16500 | L2 Loss: -3444.079 | KLD Loss: 642.360 | L2 Loss_1: 7.781 | L2 Loss_2: 3451.860 | loss_tot: -7000614.500 | L2 Loss test: 0.123
Step 17000 | L2 Loss: -6451.024 | KLD Loss: 754.697 | L2 Loss_1: 1941.255 | L2 Loss_2: 8392.279 | loss_tot: -13148126.000 | L2 Loss test: 0.130
Step 17500 | L2 Loss: -3621.441 | KLD Loss: 591.730 | L2 Loss_1: 208.171 | L2 Loss_2: 3829.612 | loss_tot: -7367211.000 | L2 Loss test: 1.370
Step 18000 | L2 Loss: -5260.210 | KLD Loss: 743.272 | L2 Loss_1: 365.919 | L2 Loss_2: 5626.129 | loss_tot: -10711914.000 | L2 Loss test: 0.428
Step 18500 | L2 Loss: -2695.981 | KLD Loss: 636.933 | L2 Loss_1: 461.500 | L2 Loss_2: 3157.480 | loss_tot: -5469507.000 | L2 Loss test: 6.907
